na_item,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE
D11,Iceland,2021,9351.1
D11,Iceland,2022,11471.7
D11,Iceland,2023,12309.4
D11,Iceland,2024,13193.7
D11,Italy,1998,301911.7
D11,Italy,1999,314981.0
D11,Italy,2000,330210.4
D11,Italy,2001,348987.5
D11,Italy,2002,365104.0
D11,Italy,2003,378692.5
D11,Italy,2004,392888.3
D11,Italy,2005,411767.8
D11,Italy,2006,433891.8
D11,Italy,2007,449828.5
D11,Italy,2008,465912.6
D11,Italy,2009,461148.3
D11,Italy,2010,466370.1
D11,Italy,2011,472979.0
D11,Italy,2012,467112.7
D11,Italy,2013,463139.3
D11,Italy,2014,465573.5
D11,Italy,2015,476520.4
D11,Italy,2016,490418.1
D11,Italy,2017,503116.4
D11,Italy,2018,516599.6
D11,Italy,2019,526777.2
D11,Italy,2020,495090.8
D11,Italy,2021,540179.1
D11,Italy,2022,574543.4
D11,Italy,2023,604492.9
D11,Italy,2024,636551.7
D11,Liechtenstein,2013,2351.4
D11,Liechtenstein,2014,2443.8
D11,Liechtenstein,2015,2726.8
D11,Liechtenstein,2016,2685.5
D11,Liechtenstein,2017,2776.7
D11,Liechtenstein,2018,2724.8
D11,Liechtenstein,2019,2975.6
D11,Liechtenstein,2020,2996.5
D11,Liechtenstein,2021,3198.9
D11,Liechtenstein,2022,3526.0
D11,Lithuania,1998,3296.4
D11,Lithuania,1999,3505.1
D11,Lithuania,2000,3825.8
D11,Lithuania,2001,4076.1
D11,Lithuania,2002,4623.6
D11,Lithuania,2003,5169.6
D11,Lithuania,2004,5833.3
D11,Lithuania,2005,6757.1
D11,Lithuania,2006,8134.2
D11,Lithuania,2007,9663.9
D11,Lithuania,2008,11188.4
D11,Lithuania,2009,9320.5
D11,Lithuania,2010,9045.6
D11,Lithuania,2011,9673.8
D11,Lithuania,2012,10244.6
D11,Lithuania,2013,10827.4
D11,Lithuania,2014,11500.7
D11,Lithuania,2015,12315.9
D11,Lithuania,2016,13370.2
D11,Lithuania,2017,14555.8
D11,Lithuania,2018,15936.4
D11,Lithuania,2019,21888.6
D11,Lithuania,2020,23003.8
D11,Lithuania,2021,26039.9
D11,Lithuania,2022,30309.6
D11,Lithuania,2023,34598.5
D11,Lithuania,2024,37698.3
D11,Luxembourg,1998,7445.0
D11,Luxembourg,1999,8289.0
D11,Luxembourg,2000,9263.2
D11,Luxembourg,2001,10074.7
D11,Luxembourg,2002,10797.6
D11,Luxembourg,2003,11125.8
D11,Luxembourg,2004,11802.6
D11,Luxembourg,2005,12540.7
D11,Luxembourg,2006,13665.6
D11,Luxembourg,2007,14949.0
D11,Luxembourg,2008,16076.7
D11,Luxembourg,2009,16324.0
D11,Luxembourg,2010,16989.7
D11,Luxembourg,2011,18151.8
D11,Luxembourg,2012,18861.0
D11,Luxembourg,2013,19763.2
D11,Luxembourg,2014,20704.0
D11,Luxembourg,2015,21568.6
D11,Luxembourg,2016,22403.6
D11,Luxembourg,2017,23940.2
D11,Luxembourg,2018,25692.6
D11,Luxembourg,2019,27214.5
D11,Luxembourg,2020,28013.1
D11,Luxembourg,2021,30454.3
D11,Luxembourg,2022,32940.1
D11,Luxembourg,2023,36059.8
D11,Luxembourg,2024,37699.3
D11,Latvia,1998,2166.8
D11,Latvia,1999,2412.5
D11,Latvia,2000,2848.9
D11,Latvia,2001,3083.0
D11,Latvia,2002,3171.3
D11,Latvia,2003,3315.4
D11,Latvia,2004,3709.0
D11,Latvia,2005,4661.3
D11,Latvia,2006,6033.3
D11,Latvia,2007,8521.9
D11,Latvia,2008,9961.9
D11,Latvia,2009,7274.4
D11,Latvia,2010,6360.8
D11,Latvia,2011,6636.8
D11,Latvia,2012,7321.8
D11,Latvia,2013,7838.2
D11,Latvia,2014,8406.5
D11,Latvia,2015,9073.9
D11,Latvia,2016,9579.0
D11,Latvia,2017,10333.7
D11,Latvia,2018,11421.9
D11,Latvia,2019,12215.1
D11,Latvia,2020,12290.9
D11,Latvia,2021,12967.0
D11,Latvia,2022,14596.8
D11,Latvia,2023,15995.7
D11,Latvia,2024,17266.3
D11,Malta,1998,1469.2
D11,Malta,1999,1572.3
D11,Malta,2000,1725.4
D11,Malta,2001,1853.9
D11,Malta,2002,1901.9
D11,Malta,2003,1931.7
D11,Malta,2004,1968.3
D11,Malta,2005,2003.3
D11,Malta,2006,2147.7
D11,Malta,2007,2265.9
D11,Malta,2008,2429.8
D11,Malta,2009,2482.7
D11,Malta,2010,2606.7
D11,Malta,2011,2787.1
D11,Malta,2012,2954.1
D11,Malta,2013,3166.3
D11,Malta,2014,3393.8
D11,Malta,2015,3754.3
D11,Malta,2016,4128.9
D11,Malta,2017,4509.2
D11,Malta,2018,5167.5
D11,Malta,2019,5679.1
D11,Malta,2020,5939.1
D11,Malta,2021,6411.0
D11,Malta,2022,7184.1
D11,Malta,2023,7897.9
D11,Malta,2024,8952.2
D11,Netherlands,1998,153955.4
D11,Netherlands,1999,166790.0
D11,Netherlands,2000,178788.0
D11,Netherlands,2001,191543.0
D11,Netherlands,2002,198956.0
D11,Netherlands,2003,203146.0
D11,Netherlands,2004,205183.0
D11,Netherlands,2005,209140.0
D11,Netherlands,2006,218819.0
D11,Netherlands,2007,232090.0
D11,Netherlands,2008,242900.0
D11,Netherlands,2009,246210.0
D11,Netherlands,2010,247258.0
D11,Netherlands,2011,252650.0
D11,Netherlands,2012,254221.0
D11,Netherlands,2013,255087.0
D11,Netherlands,2014,254708.0
D11,Netherlands,2015,260224.0
D11,Netherlands,2016,268961.0
D11,Netherlands,2017,277944.0
D11,Netherlands,2018,290470.0
D11,Netherlands,2019,304577.0
D11,Netherlands,2020,314084.0
D11,Netherlands,2021,327960.0
D11,Netherlands,2022,348914.0
D11,Netherlands,2023,377681.0
D11,Netherlands,2024,405129.0
D11,Norway,1998,55543.1
D11,Norway,1999,60294.9
D11,Norway,2000,65006.6
D11,Norway,2001,68919.4
D11,Norway,2002,77661.5
D11,Norway,2003,74586.9
D11,Norway,2004,74691.6
D11,Norway,2005,82440.4
D11,Norway,2006,89393.5
D11,Norway,2007,99259.0
D11,Norway,2008,105874.0
D11,Norway,2009,102856.4
D11,Norway,2010,116095.8
D11,Norway,2011,126698.9
D11,Norway,2012,140446.1
D11,Norway,2013,142071.8
D11,Norway,2014,138106.6
D11,Norway,2015,132814.9
D11,Norway,2016,130340.5
D11,Norway,2017,134230.3
D11,Norway,2018,136801.9
D11,Norway,2019,140405.1
D11,Norway,2020,129754.0
D11,Norway,2021,144851.5
D11,Norway,2022,157404.0
D11,Norway,2023,148317.1
D11,Norway,2024,154180.7
D11,Poland,1998,55008.6
D11,Poland,1999,56214.0
D11,Poland,2000,64173.9
D11,Poland,2001,74617.8
D11,Poland,2002,70642.9
D11,Poland,2003,63076.2
D11,Poland,2004,64021.8
D11,Poland,2005,76186.4
D11,Poland,2006,84826.1
D11,Poland,2007,97617.9
D11,Poland,2008,120927.4
D11,Poland,2009,101488.1
D11,Poland,2010,116895.6
D11,Poland,2011,120375.2
D11,Poland,2012,122038.9
D11,Poland,2013,123997.1
D11,Poland,2014,130041.8
D11,Poland,2015,135216.7
D11,Poland,2016,137985.7
D11,Poland,2017,152621.8
D11,Poland,2018,165884.3
D11,Poland,2019,179417.6
D11,Poland,2020,181671.8
D11,Poland,2021,191214.8
D11,Poland,2022,211801.9
D11,Poland,2023,248585.0
D11,Poland,2024,291089.9
D11,Portugal,1998,42026.0
D11,Portugal,1999,45964.1
D11,Portugal,2000,49476.1
D11,Portugal,2001,52505.1
D11,Portugal,2002,54817.5
D11,Portugal,2003,55994.8
D11,Portugal,2004,57600.9
D11,Portugal,2005,59506.1
D11,Portugal,2006,60978.6
D11,Portugal,2007,63581.7
D11,Portugal,2008,65454.1
D11,Portugal,2009,65573.2
D11,Portugal,2010,66246.3
D11,Portugal,2011,63629.2
D11,Portugal,2012,58774.5
D11,Portugal,2013,59017.1
D11,Portugal,2014,59459.2
D11,Portugal,2015,61197.2
D11,Portugal,2016,63425.6
D11,Portugal,2017,67049.1
D11,Portugal,2018,71046.9
D11,Portugal,2019,75272.0
D11,Portugal,2020,75387.7
D11,Portugal,2021,80458.9
D11,Portugal,2022,88831.1
D11,Portugal,2023,99403.2
D11,Portugal,2024,107461.0
D11,Romania,1998,11413.3
D11,Romania,1999,8877.7
D11,Romania,2000,12576.8
D11,Romania,2001,15363.8
D11,Romania,2002,15907.0
D11,Romania,2003,16157.5
D11,Romania,2004,18592.0
D11,Romania,2005,25625.1
D11,Romania,2006,30864.5
D11,Romania,2007,34711.5
D11,Romania,2008,43789.3
D11,Romania,2009,34939.6
D11,Romania,2010,35185.8
D11,Romania,2011,36125.8
D11,Romania,2012,35904.6
D11,Romania,2013,37660.2
D11,Romania,2014,40815.9
D11,Romania,2015,43379.0
D11,Romania,2016,50263.3
D11,Romania,2017,57944.0
D11,Romania,2018,74212.1
D11,Romania,2019,82694.5
D11,Romania,2020,83031.9
D11,Romania,2021,87056.5
D11,Romania,2022,100508.2
D11,Romania,2023,119577.4
D11,Romania,2024,141555.3
D11,Serbia,1998,3963.7
D11,Serbia,1999,4049.8
D11,Serbia,2000,6235.1
D11,Serbia,2001,3629.1
D11,Serbia,2002,5279.2
D11,Serbia,2003,5977.1
D11,Serbia,2004,6585.9
D11,Serbia,2005,7038.9
D11,Serbia,2006,8283.7
D11,Serbia,2007,10382.1
D11,Serbia,2008,11983.8
D11,Serbia,2009,10893.1
D11,Serbia,2010,10254.1
D11,Serbia,2011,11227.3
D11,Serbia,2012,11123.4
D11,Serbia,2013,11511.7
D11,Serbia,2014,11220.4
D11,Serbia,2015,11121.3
D11,Serbia,2016,11497.6
D11,Serbia,2017,12456.4
D11,Serbia,2018,14010.2
D11,Serbia,2019,15814.1
D11,Serbia,2020,17656.7
D11,Serbia,2021,19968.9
D11,Serbia,2022,23068.2
D11,Serbia,2023,26967.9
D11,Serbia,2024,31050.2
D11,Sweden,1998,92617.8
D11,Sweden,1999,99157.1
D11,Sweden,2000,110995.7
D11,Sweden,2001,107212.7
D11,Sweden,2002,111808.3
D11,Sweden,2003,115013.6
D11,Sweden,2004,117960.3
D11,Sweden,2005,120252.5
D11,Sweden,2006,127430.6
D11,Sweden,2007,136451.9
D11,Sweden,2008,139013.6
D11,Sweden,2009,125857.1
D11,Sweden,2010,144607.0
D11,Sweden,2011,161473.8
D11,Sweden,2012,173859.7
D11,Sweden,2013,179821.8
D11,Sweden,2014,177589.3
D11,Sweden,2015,180046.5
D11,Sweden,2016,186602.1
D11,Sweden,2017,192656.2
D11,Sweden,2018,189809.0
D11,Sweden,2019,190917.2
D11,Sweden,2020,194269.9
D11,Sweden,2021,213147.9
D11,Sweden,2022,217079.5
D11,Sweden,2023,211371.2
D11,Sweden,2024,220350.9
D11,Slovenia,1998,8487.3
D11,Slovenia,1999,8929.9
D11,Slovenia,2000,9464.0
D11,Slovenia,2001,10148.3
D11,Slovenia,2002,10670.5
D11,Slovenia,2003,11110.6
D11,Slovenia,2004,11718.9
D11,Slovenia,2005,12374.5
D11,Slovenia,2006,13248.9
D11,Slovenia,2007,14576.5
D11,Slovenia,2008,16074.9
D11,Slovenia,2009,15920.3
D11,Slovenia,2010,16133.5
D11,Slovenia,2011,16032.4
D11,Slovenia,2012,15605.7
D11,Slovenia,2013,15267.5
D11,Slovenia,2014,15582.1
D11,Slovenia,2015,16001.1
D11,Slovenia,2016,16941.7
D11,Slovenia,2017,18035.1
D11,Slovenia,2018,19374.3
D11,Slovenia,2019,20940.0
D11,Slovenia,2020,21506.6
D11,Slovenia,2021,23491.7
D11,Slovenia,2022,25347.1
D11,Slovenia,2023,28105.8
D11,Slovenia,2024,29774.2
D11,Slovakia,1998,6588.5
D11,Slovakia,1999,6138.1
D11,Slovakia,2000,6988.2
D11,Slovakia,2001,7264.9
D11,Slovakia,2002,7954.3
D11,Slovakia,2003,8875.9
D11,Slovakia,2004,9683.1
D11,Slovakia,2005,11028.0
D11,Slovakia,2006,12648.9
D11,Slovakia,2007,15468.9
D11,Slovakia,2008,17979.8
D11,Slovakia,2009,18616.3
D11,Slovakia,2010,19228.4
D11,Slovakia,2011,20238.0
D11,Slovakia,2012,20841.1
D11,Slovakia,2013,21122.5
D11,Slovakia,2014,21893.1
D11,Slovakia,2015,23152.2
D11,Slovakia,2016,24485.1
D11,Slovakia,2017,26285.3
D11,Slovakia,2018,28486.1
D11,Slovakia,2019,30492.1
D11,Slovakia,2020,31060.8
D11,Slovakia,2021,32777.2
D11,Slovakia,2022,35368.8
D11,Slovakia,2023,38921.4
D11,Slovakia,2024,41244.9
D11,Türkiye,1998,57240.6
D11,Türkiye,1999,58492.1
D11,Türkiye,2000,70304.3
D11,Türkiye,2001,49140.5
D11,Türkiye,2002,55464.4
D11,Türkiye,2003,61938.3
D11,Türkiye,2004,72275.8
D11,Türkiye,2005,89562.0
D11,Türkiye,2006,96778.6
D11,Türkiye,2007,112925.8
D11,Türkiye,2008,119915.6
D11,Türkiye,2009,110374.9
D11,Türkiye,2010,138111.4
D11,Türkiye,2011,139335.8
D11,Türkiye,2012,166125.3
D11,Türkiye,2013,175013.8
D11,Türkiye,2014,177963.4
D11,Türkiye,2015,196729.3
D11,Türkiye,2016,215600.1
D11,Türkiye,2017,196673.7
D11,Türkiye,2018,167066.7
D11,Türkiye,2019,179997.0
D11,Türkiye,2020,153587.2
D11,Türkiye,2021,157768.3
D11,Türkiye,2022,176074.9
D11,Türkiye,2023,258226.7
D11,Türkiye,2024,354422.0
D11,Ukraine,2021,57082.4
D11,United Kingdom,1998,593929.9
D11,United Kingdom,1999,658523.8
D11,United Kingdom,2000,760095.5
D11,United Kingdom,2001,789861.2
D11,United Kingdom,2002,802592.1
D11,United Kingdom,2003,761178.6
D11,United Kingdom,2004,822407.4
D11,United Kingdom,2005,852072.2
D11,United Kingdom,2006,906174.0
D11,United Kingdom,2007,957703.8
D11,United Kingdom,2008,840331.3
D11,United Kingdom,2009,739232.7
D11,United Kingdom,2010,777333.8
D11,United Kingdom,2011,786554.6
D11,United Kingdom,2012,850275.6
D11,United Kingdom,2013,849766.9
D11,United Kingdom,2014,929841.7
D11,United Kingdom,2015,1067014.8
D11,United Kingdom,2016,978679.2
D11,United Kingdom,2017,947328.0
D11,United Kingdom,2018,979948.2
D11,United Kingdom,2019,1024156.7
D11,Kosovo*,2008,
D11,Kosovo*,2009,
D11,Kosovo*,2010,
D11,Kosovo*,2011,
D11,Kosovo*,2012,
D11,Kosovo*,2013,
D11,Kosovo*,2014,
D11,Kosovo*,2015,
D11,Kosovo*,2016,
D11,Kosovo*,2017,
D11,Kosovo*,2018,
D11,Kosovo*,2019,
D11,Kosovo*,2020,
D11,Kosovo*,2021,1995.7
D11,Kosovo*,2022,2191.5
D11,Kosovo*,2023,2600.5
