na_item,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE
B1GQ,Albania,1998,2330.5
B1GQ,Albania,1999,3086.0
B1GQ,Albania,2000,3893.5
B1GQ,Albania,2001,4539.0
B1GQ,Albania,2002,4789.5
B1GQ,Albania,2003,5095.7
B1GQ,Albania,2004,5956.3
B1GQ,Albania,2005,6639.8
B1GQ,Albania,2006,7293.6
B1GQ,Albania,2007,8131.4
B1GQ,Albania,2008,9058.0
B1GQ,Albania,2009,8871.8
B1GQ,Albania,2010,9117.0
B1GQ,Albania,2011,9328.0
B1GQ,Albania,2012,9528.7
B1GQ,Albania,2013,9641.0
B1GQ,Albania,2014,10020.0
B1GQ,Albania,2015,10339.2
B1GQ,Albania,2016,10835.1
B1GQ,Albania,2017,11770.8
B1GQ,Albania,2018,13016.9
B1GQ,Albania,2019,13917.9
B1GQ,Albania,2020,13379.5
B1GQ,Albania,2021,15243.1
B1GQ,Albania,2022,18068.1
B1GQ,Albania,2023,21730.5
B1GQ,Albania,2024,25000.7
B1GQ,Austria,1998,193947.0
B1GQ,Austria,1999,203064.9
B1GQ,Austria,2000,212406.8
B1GQ,Austria,2001,219373.3
B1GQ,Austria,2002,225087.9
B1GQ,Austria,2003,230541.9
B1GQ,Austria,2004,240541.7
B1GQ,Austria,2005,252354.9
B1GQ,Austria,2006,265933.7
B1GQ,Austria,2007,282208.2
B1GQ,Austria,2008,291846.2
B1GQ,Austria,2009,286274.1
B1GQ,Austria,2010,294050.6
B1GQ,Austria,2011,308167.0
B1GQ,Austria,2012,316589.4
B1GQ,Austria,2013,321191.7
B1GQ,Austria,2014,330113.5
B1GQ,Austria,2015,342083.5
B1GQ,Austria,2016,355665.6
B1GQ,Austria,2017,367294.9
B1GQ,Austria,2018,383234.3
B1GQ,Austria,2019,395706.8
B1GQ,Austria,2020,380317.9
B1GQ,Austria,2021,406231.5
B1GQ,Austria,2022,449382.2
B1GQ,Austria,2023,477837.3
B1GQ,Austria,2024,494087.6
B1GQ,Bosnia and Herzegovina,2000,6043.3
B1GQ,Bosnia and Herzegovina,2001,6482.2
B1GQ,Bosnia and Herzegovina,2002,7149.1
B1GQ,Bosnia and Herzegovina,2003,7530.3
B1GQ,Bosnia and Herzegovina,2004,8179.7
B1GQ,Bosnia and Herzegovina,2005,9024.5
B1GQ,Bosnia and Herzegovina,2006,10255.1
B1GQ,Bosnia and Herzegovina,2007,11528.5
B1GQ,Bosnia and Herzegovina,2008,13047.8
B1GQ,Bosnia and Herzegovina,2009,12679.3
B1GQ,Bosnia and Herzegovina,2010,12968.9
B1GQ,Bosnia and Herzegovina,2011,13411.8
B1GQ,Bosnia and Herzegovina,2012,13407.5
B1GQ,Bosnia and Herzegovina,2013,13691.8
B1GQ,Bosnia and Herzegovina,2014,13988.3
B1GQ,Bosnia and Herzegovina,2015,14791.1
B1GQ,Bosnia and Herzegovina,2016,15474.3
B1GQ,Bosnia and Herzegovina,2017,16260.5
B1GQ,Bosnia and Herzegovina,2018,17354.2
B1GQ,Bosnia and Herzegovina,2019,18296.5
B1GQ,Bosnia and Herzegovina,2020,17755.9
B1GQ,Bosnia and Herzegovina,2021,20014.7
B1GQ,Bosnia and Herzegovina,2022,23324.1
B1GQ,Bosnia and Herzegovina,2023,25523.8
B1GQ,Bosnia and Herzegovina,2024,26194.8
B1GQ,Belgium,1998,231015.7
B1GQ,Belgium,1999,242307.6
B1GQ,Belgium,2000,256376.4
B1GQ,Belgium,2001,264334.9
B1GQ,Belgium,2002,273255.9
B1GQ,Belgium,2003,281200.2
B1GQ,Belgium,2004,296819.7
B1GQ,Belgium,2005,310037.6
B1GQ,Belgium,2006,325151.5
B1GQ,Belgium,2007,343618.9
B1GQ,Belgium,2008,351743.1
B1GQ,Belgium,2009,347734.9
B1GQ,Belgium,2010,363242.4
B1GQ,Belgium,2011,378745.4
B1GQ,Belgium,2012,387934.9
B1GQ,Belgium,2013,394616.3
B1GQ,Belgium,2014,404958.3
B1GQ,Belgium,2015,415538.0
B1GQ,Belgium,2016,428467.1
B1GQ,Belgium,2017,443407.2
B1GQ,Belgium,2018,459491.8
B1GQ,Belgium,2019,479444.9
B1GQ,Belgium,2020,463750.9
B1GQ,Belgium,2021,506047.2
B1GQ,Belgium,2022,561309.1
B1GQ,Belgium,2023,602376.3
B1GQ,Belgium,2024,620271.8
B1GQ,Bulgaria,1998,13437.6
B1GQ,Bulgaria,1999,12804.4
B1GQ,Bulgaria,2000,14440.0
B1GQ,Bulgaria,2001,15905.3
B1GQ,Bulgaria,2002,17478.3
B1GQ,Bulgaria,2003,18798.3
B1GQ,Bulgaria,2004,21093.2
B1GQ,Bulgaria,2005,24039.9
B1GQ,Bulgaria,2006,27410.0
B1GQ,Bulgaria,2007,32464.7
B1GQ,Bulgaria,2008,37246.7
B1GQ,Bulgaria,2009,37417.7
B1GQ,Bulgaria,2010,38290.0
B1GQ,Bulgaria,2011,41479.9
B1GQ,Bulgaria,2012,42255.3
B1GQ,Bulgaria,2013,42056.2
B1GQ,Bulgaria,2014,43024.7
B1GQ,Bulgaria,2015,45797.8
B1GQ,Bulgaria,2016,48752.1
B1GQ,Bulgaria,2017,52501.8
B1GQ,Bulgaria,2018,56000.6
B1GQ,Bulgaria,2019,61195.4
B1GQ,Bulgaria,2020,61856.5
B1GQ,Bulgaria,2021,71345.0
B1GQ,Bulgaria,2022,86079.5
B1GQ,Bulgaria,2023,94526.6
B1GQ,Bulgaria,2024,104768.8
B1GQ,Switzerland,1998,271242.2
B1GQ,Switzerland,1999,279613.7
B1GQ,Switzerland,2000,302676.7
B1GQ,Switzerland,2001,320183.3
B1GQ,Switzerland,2002,328614.3
B1GQ,Switzerland,2003,320540.7
B1GQ,Switzerland,2004,325343.7
B1GQ,Switzerland,2005,336400.1
B1GQ,Switzerland,2006,352038.6
B1GQ,Switzerland,2007,358607.9
B1GQ,Switzerland,2008,387052.9
B1GQ,Switzerland,2009,399363.6
B1GQ,Switzerland,2010,452470.6
B1GQ,Switzerland,2011,515770.5
B1GQ,Switzerland,2012,534012.8
B1GQ,Switzerland,2013,531729.1
B1GQ,Switzerland,2014,548014.5
B1GQ,Switzerland,2015,625532.7
B1GQ,Switzerland,2016,621765.1
B1GQ,Switzerland,2017,615776.3
B1GQ,Switzerland,2018,614304.4
B1GQ,Switzerland,2019,644443.2
B1GQ,Switzerland,2020,650742.6
B1GQ,Switzerland,2021,689174.9
B1GQ,Switzerland,2022,787386.5
B1GQ,Switzerland,2023,826951.8
B1GQ,Switzerland,2024,865619.7
B1GQ,Cyprus,1998,9152.6
B1GQ,Cyprus,1999,9839.7
B1GQ,Cyprus,2000,10804.6
B1GQ,Cyprus,2001,11602.9
B1GQ,Cyprus,2002,12083.0
B1GQ,Cyprus,2003,12871.3
B1GQ,Cyprus,2004,13938.0
B1GQ,Cyprus,2005,15039.3
B1GQ,Cyprus,2006,16263.8
B1GQ,Cyprus,2007,17591.0
B1GQ,Cyprus,2008,19009.5
B1GQ,Cyprus,2009,18675.5
B1GQ,Cyprus,2010,19461.1
B1GQ,Cyprus,2011,19858.1
B1GQ,Cyprus,2012,19495.4
B1GQ,Cyprus,2013,18040.3
B1GQ,Cyprus,2014,17482.8
B1GQ,Cyprus,2015,17944.2
B1GQ,Cyprus,2016,19013.8
B1GQ,Cyprus,2017,20312.4
B1GQ,Cyprus,2018,21807.8
B1GQ,Cyprus,2019,23400.9
B1GQ,Cyprus,2020,22373.6
B1GQ,Cyprus,2021,25679.9
B1GQ,Cyprus,2022,29645.4
B1GQ,Cyprus,2023,32439.2
B1GQ,Cyprus,2024,34770.2
B1GQ,Czechia,1998,60164.9
B1GQ,Czechia,1999,61470.4
B1GQ,Czechia,2000,67409.2
B1GQ,Czechia,2001,76070.6
B1GQ,Czechia,2002,87795.9
B1GQ,Czechia,2003,88965.6
B1GQ,Czechia,2004,96822.8
B1GQ,Czechia,2005,110418.8
B1GQ,Czechia,2006,124559.0
B1GQ,Czechia,2007,138897.5
B1GQ,Czechia,2008,161852.2
B1GQ,Czechia,2009,149253.1
B1GQ,Czechia,2010,159506.1
B1GQ,Czechia,2011,166545.5
B1GQ,Czechia,2012,163759.4
B1GQ,Czechia,2013,160470.0
B1GQ,Czechia,2014,158991.5
B1GQ,Czechia,2015,170527.3
B1GQ,Czechia,2016,179145.9
B1GQ,Czechia,2017,196738.7
B1GQ,Czechia,2018,213505.4
B1GQ,Czechia,2019,229406.7
B1GQ,Czechia,2020,220310.6
B1GQ,Czechia,2021,246012.3
B1GQ,Czechia,2022,286976.8
B1GQ,Czechia,2023,319099.1
B1GQ,Czechia,2024,320741.7
B1GQ,Germany,1998,2008652.6
B1GQ,Germany,1999,2077240.0
B1GQ,Germany,2000,2129660.0
B1GQ,Germany,2001,2195530.0
B1GQ,Germany,2002,2223360.0
B1GQ,Germany,2003,2240810.0
B1GQ,Germany,2004,2293040.0
B1GQ,Germany,2005,2325710.0
B1GQ,Germany,2006,2426180.0
B1GQ,Germany,2007,2542220.0
B1GQ,Germany,2008,2589280.0
B1GQ,Germany,2009,2493970.0
B1GQ,Germany,2010,2615260.0
B1GQ,Germany,2011,2746910.0
B1GQ,Germany,2012,2799280.0
B1GQ,Germany,2013,2866480.0
B1GQ,Germany,2014,2984470.0
B1GQ,Germany,2015,3087030.0
B1GQ,Germany,2016,3195210.0
B1GQ,Germany,2017,3333110.0
B1GQ,Germany,2018,3434030.0
B1GQ,Germany,2019,3537280.0
B1GQ,Germany,2020,3450720.0
B1GQ,Germany,2021,3682340.0
B1GQ,Germany,2022,3989390.0
B1GQ,Germany,2023,4219310.0
B1GQ,Germany,2024,4328970.0
B1GQ,Denmark,1998,158043.8
B1GQ,Denmark,1999,166899.4
B1GQ,Denmark,2000,177893.5
B1GQ,Denmark,2001,184146.3
B1GQ,Denmark,2002,189957.5
B1GQ,Denmark,2003,193641.7
B1GQ,Denmark,2004,202915.9
B1GQ,Denmark,2005,213381.8
B1GQ,Denmark,2006,225930.8
B1GQ,Denmark,2007,233960.3
B1GQ,Denmark,2008,242720.1
B1GQ,Denmark,2009,232270.0
B1GQ,Denmark,2010,243429.9
B1GQ,Denmark,2011,248105.0
B1GQ,Denmark,2012,254300.7
B1GQ,Denmark,2013,259530.9
B1GQ,Denmark,2014,265635.7
B1GQ,Denmark,2015,272193.0
B1GQ,Denmark,2016,282265.1
B1GQ,Denmark,2017,294355.0
B1GQ,Denmark,2018,301017.3
B1GQ,Denmark,2019,308546.2
B1GQ,Denmark,2020,312118.3
B1GQ,Denmark,2021,343318.6
B1GQ,Denmark,2022,380567.4
B1GQ,Denmark,2023,374173.6
B1GQ,Denmark,2024,392400.7
B1GQ,Estonia,1998,5067.5
B1GQ,Estonia,1999,5406.9
B1GQ,Estonia,2000,6171.6
B1GQ,Estonia,2001,6982.1
B1GQ,Estonia,2002,7824.9
B1GQ,Estonia,2003,8746.7
B1GQ,Estonia,2004,9779.6
B1GQ,Estonia,2005,11345.4
B1GQ,Estonia,2006,13571.2
B1GQ,Estonia,2007,16402.2
B1GQ,Estonia,2008,16618.9
B1GQ,Estonia,2009,14132.5
B1GQ,Estonia,2010,14741.8
B1GQ,Estonia,2011,16741.9
B1GQ,Estonia,2012,18086.6
B1GQ,Estonia,2013,19163.2
B1GQ,Estonia,2014,20365.6
B1GQ,Estonia,2015,21010.9
B1GQ,Estonia,2016,22189.0
B1GQ,Estonia,2017,24316.1
B1GQ,Estonia,2018,26438.5
B1GQ,Estonia,2019,28472.1
B1GQ,Estonia,2020,27859.3
B1GQ,Estonia,2021,31453.3
B1GQ,Estonia,2022,36300.9
B1GQ,Estonia,2023,38353.4
B1GQ,Estonia,2024,39847.7
B1GQ,Greece,1998,124754.4
B1GQ,Greece,1999,134588.8
B1GQ,Greece,2000,137827.6
B1GQ,Greece,2001,147438.7
B1GQ,Greece,2002,158902.3
B1GQ,Greece,2003,174096.0
B1GQ,Greece,2004,188905.2
B1GQ,Greece,2005,194773.4
B1GQ,Greece,2006,214298.9
B1GQ,Greece,2007,229282.8
B1GQ,Greece,2008,238735.4
B1GQ,Greece,2009,234322.6
B1GQ,Greece,2010,223590.5
B1GQ,Greece,2011,203475.0
B1GQ,Greece,2012,185899.2
B1GQ,Greece,2013,178113.9
B1GQ,Greece,2014,176071.8
B1GQ,Greece,2015,175362.9
B1GQ,Greece,2016,174448.2
B1GQ,Greece,2017,177378.5
B1GQ,Greece,2018,180615.7
B1GQ,Greece,2019,185181.2
B1GQ,Greece,2020,167539.5
B1GQ,Greece,2021,184574.6
B1GQ,Greece,2022,207008.7
B1GQ,Greece,2023,224686.2
B1GQ,Greece,2024,236736.0
B1GQ,Spain,1998,552906.5
B1GQ,Spain,1999,595242.0
B1GQ,Spain,2000,647569.0
B1GQ,Spain,2001,700958.0
B1GQ,Spain,2002,749744.0
B1GQ,Spain,2003,802683.0
B1GQ,Spain,2004,860059.0
B1GQ,Spain,2005,928122.0
B1GQ,Spain,2006,1004976.0
B1GQ,Spain,2007,1077541.0
B1GQ,Spain,2008,1112432.0
B1GQ,Spain,2009,1072990.0
B1GQ,Spain,2010,1077145.0
B1GQ,Spain,2011,1068690.0
B1GQ,Spain,2012,1035964.0
B1GQ,Spain,2013,1025652.0
B1GQ,Spain,2014,1038949.0
B1GQ,Spain,2015,1087112.0
B1GQ,Spain,2016,1122967.0
B1GQ,Spain,2017,1170024.0
B1GQ,Spain,2018,1212276.0
B1GQ,Spain,2019,1253710.0
B1GQ,Spain,2020,1129214.0
B1GQ,Spain,2021,1235474.0
B1GQ,Spain,2022,1375863.0
B1GQ,Spain,2023,1497761.0
B1GQ,Spain,2024,1594330.0
B1GQ,Finland,1998,119690.6
B1GQ,Finland,1999,126888.0
B1GQ,Finland,2000,136386.0
B1GQ,Finland,2001,144613.0
B1GQ,Finland,2002,148440.0
B1GQ,Finland,2003,151714.0
B1GQ,Finland,2004,158741.0
B1GQ,Finland,2005,164666.0
B1GQ,Finland,2006,172861.0
B1GQ,Finland,2007,187059.0
B1GQ,Finland,2008,194253.0
B1GQ,Finland,2009,181735.0
B1GQ,Finland,2010,188147.0
B1GQ,Finland,2011,197655.0
B1GQ,Finland,2012,200378.0
B1GQ,Finland,2013,203497.0
B1GQ,Finland,2014,205855.0
B1GQ,Finland,2015,210192.0
B1GQ,Finland,2016,215717.0
B1GQ,Finland,2017,224706.0
B1GQ,Finland,2018,231905.0
B1GQ,Finland,2019,238518.0
B1GQ,Finland,2020,236387.0
B1GQ,Finland,2021,248764.0
B1GQ,Finland,2022,266135.0
B1GQ,Finland,2023,272848.0
B1GQ,Finland,2024,275963.0
B1GQ,France,1998,1337784.3
B1GQ,France,1999,1395148.0
B1GQ,France,2000,1473517.3
B1GQ,France,2001,1530070.9
B1GQ,France,2002,1578330.4
B1GQ,France,2003,1622312.8
B1GQ,France,2004,1696107.7
B1GQ,France,2005,1762047.7
B1GQ,France,2006,1846020.8
B1GQ,France,2007,1937876.3
B1GQ,France,2008,1989999.7
B1GQ,France,2009,1935840.2
B1GQ,France,2010,1996075.1
B1GQ,France,2011,2062141.4
B1GQ,France,2012,2088286.7
B1GQ,France,2013,2120351.9
B1GQ,France,2014,2153733.1
B1GQ,France,2015,2201401.6
B1GQ,France,2016,2231819.2
B1GQ,France,2017,2291680.5
B1GQ,France,2018,2355362.8
B1GQ,France,2019,2432206.8
B1GQ,France,2020,2318276.2
B1GQ,France,2021,2508102.3
B1GQ,France,2022,2653997.2
B1GQ,France,2023,2826541.5
B1GQ,France,2024,2919899.9
B1GQ,Croatia,1998,22936.1
B1GQ,Croatia,1999,22188.9
B1GQ,Croatia,2000,23631.3
B1GQ,Croatia,2001,25936.5
B1GQ,Croatia,2002,28760.9
B1GQ,Croatia,2003,31016.3
B1GQ,Croatia,2004,33802.7
B1GQ,Croatia,2005,36834.9
B1GQ,Croatia,2006,40621.0
B1GQ,Croatia,2007,44423.0
B1GQ,Croatia,2008,48556.5
B1GQ,Croatia,2009,45861.3
B1GQ,Croatia,2010,45983.8
B1GQ,Croatia,2011,45758.9
B1GQ,Croatia,2012,44867.7
B1GQ,Croatia,2013,44799.3
B1GQ,Croatia,2014,44280.7
B1GQ,Croatia,2015,45487.5
B1GQ,Croatia,2016,47573.5
B1GQ,Croatia,2017,50204.3
B1GQ,Croatia,2018,53035.3
B1GQ,Croatia,2019,55767.8
B1GQ,Croatia,2020,50717.8
B1GQ,Croatia,2021,58390.4
B1GQ,Croatia,2022,67609.4
B1GQ,Croatia,2023,79186.3
B1GQ,Croatia,2024,85905.2
B1GQ,Hungary,1998,43477.8
B1GQ,Hungary,1999,46121.5
B1GQ,Hungary,2000,51300.9
B1GQ,Hungary,2001,60068.8
B1GQ,Hungary,2002,71785.3
B1GQ,Hungary,2003,75344.2
B1GQ,Hungary,2004,83798.3
B1GQ,Hungary,2005,90999.5
B1GQ,Hungary,2006,92038.0
B1GQ,Hungary,2007,102368.2
B1GQ,Hungary,2008,108278.8
B1GQ,Hungary,2009,94416.6
B1GQ,Hungary,2010,99562.8
B1GQ,Hungary,2011,101986.9
B1GQ,Hungary,2012,99979.9
B1GQ,Hungary,2013,102210.9
B1GQ,Hungary,2014,106335.3
B1GQ,Hungary,2015,112854.0
B1GQ,Hungary,2016,116593.5
B1GQ,Hungary,2017,127222.5
B1GQ,Hungary,2018,136580.0
B1GQ,Hungary,2019,147373.2
B1GQ,Hungary,2020,138954.5
B1GQ,Hungary,2021,154971.7
B1GQ,Hungary,2022,168546.2
B1GQ,Hungary,2023,197178.7
B1GQ,Hungary,2024,206040.1
B1GQ,Ireland,1998,80565.7
B1GQ,Ireland,1999,92790.5
B1GQ,Ireland,2000,108495.3
B1GQ,Ireland,2001,122089.2
B1GQ,Ireland,2002,135997.9
B1GQ,Ireland,2003,145576.9
B1GQ,Ireland,2004,156260.0
B1GQ,Ireland,2005,170306.8
B1GQ,Ireland,2006,184916.2
B1GQ,Ireland,2007,197069.4
B1GQ,Ireland,2008,187283.0
B1GQ,Ireland,2009,169519.7
B1GQ,Ireland,2010,167255.1
B1GQ,Ireland,2011,173120.4
B1GQ,Ireland,2012,176621.9
B1GQ,Ireland,2013,182908.6
B1GQ,Ireland,2014,200594.9
B1GQ,Ireland,2015,272282.9
B1GQ,Ireland,2016,275933.1
B1GQ,Ireland,2017,308366.0
B1GQ,Ireland,2018,335136.0
B1GQ,Ireland,2019,363752.6
B1GQ,Ireland,2020,381728.7
B1GQ,Ireland,2021,448445.1
B1GQ,Ireland,2022,520718.4
B1GQ,Ireland,2023,524728.8
B1GQ,Ireland,2024,562794.2
B1GQ,Iceland,1998,7690.3
B1GQ,Iceland,1999,8535.9
B1GQ,Iceland,2000,9900.3
B1GQ,Iceland,2001,9276.0
B1GQ,Iceland,2002,10015.1
B1GQ,Iceland,2003,10237.9
B1GQ,Iceland,2004,11248.0
B1GQ,Iceland,2005,13804.3
B1GQ,Iceland,2006,14131.7
B1GQ,Iceland,2007,16052.2
B1GQ,Iceland,2008,11158.1
B1GQ,Iceland,2009,9460.7
B1GQ,Iceland,2010,10512.9
B1GQ,Iceland,2011,11058.1
B1GQ,Iceland,2012,11629.5
B1GQ,Iceland,2013,12222.7
B1GQ,Iceland,2014,13611.7
B1GQ,Iceland,2015,15960.5
B1GQ,Iceland,2016,19067.0
B1GQ,Iceland,2017,22211.8
B1GQ,Iceland,2018,22591.2
B1GQ,Iceland,2019,22315.1
B1GQ,Iceland,2020,19302.5
B1GQ,Iceland,2021,22188.1
B1GQ,Iceland,2022,27738.9
B1GQ,Iceland,2023,29301.6
B1GQ,Iceland,2024,30726.8
B1GQ,Italy,1998,1136926.5
B1GQ,Italy,1999,1177549.7
B1GQ,Italy,2000,1244744.2
B1GQ,Italy,2001,1308623.1
B1GQ,Italy,2002,1355522.3
B1GQ,Italy,2003,1399386.0
B1GQ,Italy,2004,1457356.2
B1GQ,Italy,2005,1499073.1
B1GQ,Italy,2006,1559864.2
B1GQ,Italy,2007,1621714.5
B1GQ,Italy,2008,1643718.8
B1GQ,Italy,2009,1584106.8
B1GQ,Italy,2010,1617944.7
B1GQ,Italy,2011,1657362.2
B1GQ,Italy,2012,1632898.5
B1GQ,Italy,2013,1621260.7
B1GQ,Italy,2014,1635870.7
B1GQ,Italy,2015,1663277.7
B1GQ,Italy,2016,1704856.7
B1GQ,Italy,2017,1744493.0
B1GQ,Italy,2018,1777744.4
B1GQ,Italy,2019,1804066.8
B1GQ,Italy,2020,1670011.9
B1GQ,Italy,2021,1842507.4
B1GQ,Italy,2022,1998072.6
B1GQ,Italy,2023,2142601.7
B1GQ,Italy,2024,2199619.4
B1GQ,Liechtenstein,2013,4812.4
B1GQ,Liechtenstein,2014,5021.7
B1GQ,Liechtenstein,2015,5649.1
B1GQ,Liechtenstein,2016,5637.7
B1GQ,Liechtenstein,2017,5734.6
B1GQ,Liechtenstein,2018,5666.3
B1GQ,Liechtenstein,2019,5750.1
B1GQ,Liechtenstein,2020,5618.0
B1GQ,Liechtenstein,2021,6688.5
B1GQ,Liechtenstein,2022,7011.9
B1GQ,Liechtenstein,2023,7661.0
B1GQ,Lithuania,1998,10070.0
B1GQ,Lithuania,1999,10339.7
B1GQ,Lithuania,2000,12503.7
B1GQ,Lithuania,2001,13690.7
B1GQ,Lithuania,2002,15177.2
B1GQ,Lithuania,2003,16674.6
B1GQ,Lithuania,2004,18312.5
B1GQ,Lithuania,2005,20986.0
B1GQ,Lithuania,2006,23999.6
B1GQ,Lithuania,2007,29034.1
B1GQ,Lithuania,2008,32683.1
B1GQ,Lithuania,2009,26973.5
B1GQ,Lithuania,2010,27663.4
B1GQ,Lithuania,2011,31066.4
B1GQ,Lithuania,2012,33240.4
B1GQ,Lithuania,2013,34874.0
B1GQ,Lithuania,2014,36410.1
B1GQ,Lithuania,2015,37440.7
B1GQ,Lithuania,2016,38820.7
B1GQ,Lithuania,2017,42274.6
B1GQ,Lithuania,2018,45947.4
B1GQ,Lithuania,2019,49239.2
B1GQ,Lithuania,2020,50264.6
B1GQ,Lithuania,2021,56709.1
B1GQ,Lithuania,2022,67081.1
B1GQ,Lithuania,2023,74317.0
B1GQ,Lithuania,2024,78996.2
B1GQ,Luxembourg,1998,18005.7
B1GQ,Luxembourg,1999,20547.8
B1GQ,Luxembourg,2000,22986.0
B1GQ,Luxembourg,2001,23879.9
B1GQ,Luxembourg,2002,25011.1
B1GQ,Luxembourg,2003,26227.3
B1GQ,Luxembourg,2004,28189.4
B1GQ,Luxembourg,2005,30281.0
B1GQ,Luxembourg,2006,34175.0
B1GQ,Luxembourg,2007,37641.9
B1GQ,Luxembourg,2008,40009.6
B1GQ,Luxembourg,2009,39050.7
B1GQ,Luxembourg,2010,42402.7
B1GQ,Luxembourg,2011,44323.5
B1GQ,Luxembourg,2012,46526.2
B1GQ,Luxembourg,2013,49094.5
B1GQ,Luxembourg,2014,51791.3
B1GQ,Luxembourg,2015,54142.3
B1GQ,Luxembourg,2016,56208.1
B1GQ,Luxembourg,2017,58168.8
B1GQ,Luxembourg,2018,60193.4
B1GQ,Luxembourg,2019,62415.0
B1GQ,Luxembourg,2020,64499.2
B1GQ,Luxembourg,2021,73039.5
B1GQ,Luxembourg,2022,76731.2
B1GQ,Luxembourg,2023,82115.5
B1GQ,Luxembourg,2024,86180.3
B1GQ,Latvia,1998,6230.7
B1GQ,Latvia,1999,6850.7
B1GQ,Latvia,2000,8418.0
B1GQ,Latvia,2001,9182.2
B1GQ,Latvia,2002,9841.0
B1GQ,Latvia,2003,10029.0
B1GQ,Latvia,2004,11229.7
B1GQ,Latvia,2005,13226.9
B1GQ,Latvia,2006,16449.4
B1GQ,Latvia,2007,21592.4
B1GQ,Latvia,2008,23355.3
B1GQ,Latvia,2009,18406.6
B1GQ,Latvia,2010,17572.2
B1GQ,Latvia,2011,19022.6
B1GQ,Latvia,2012,21270.9
B1GQ,Latvia,2013,21997.0
B1GQ,Latvia,2014,22790.5
B1GQ,Latvia,2015,23744.3
B1GQ,Latvia,2016,24498.2
B1GQ,Latvia,2017,26017.1
B1GQ,Latvia,2018,28153.4
B1GQ,Latvia,2019,29567.0
B1GQ,Latvia,2020,29224.3
B1GQ,Latvia,2021,32283.8
B1GQ,Latvia,2022,36088.7
B1GQ,Latvia,2023,39564.2
B1GQ,Latvia,2024,40359.4
B1GQ,Montenegro,2006,2166.3
B1GQ,Montenegro,2007,2687.1
B1GQ,Montenegro,2008,3100.0
B1GQ,Montenegro,2009,2981.9
B1GQ,Montenegro,2010,3120.5
B1GQ,Montenegro,2011,3238.0
B1GQ,Montenegro,2012,3169.3
B1GQ,Montenegro,2013,3329.6
B1GQ,Montenegro,2014,3447.2
B1GQ,Montenegro,2015,3615.0
B1GQ,Montenegro,2016,3936.6
B1GQ,Montenegro,2017,4252.5
B1GQ,Montenegro,2018,4600.9
B1GQ,Montenegro,2019,4898.4
B1GQ,Montenegro,2020,4144.8
B1GQ,Montenegro,2021,4923.2
B1GQ,Montenegro,2022,5944.4
B1GQ,Montenegro,2023,7068.8
B1GQ,Montenegro,2024,7644.5
B1GQ,North Macedonia,2000,4094.6
B1GQ,North Macedonia,2001,4143.5
B1GQ,North Macedonia,2002,4240.5
B1GQ,North Macedonia,2003,4385.9
B1GQ,North Macedonia,2004,4577.7
B1GQ,North Macedonia,2005,5032.0
B1GQ,North Macedonia,2006,5472.2
B1GQ,North Macedonia,2007,6094.5
B1GQ,North Macedonia,2008,6772.1
B1GQ,North Macedonia,2009,6766.5
B1GQ,North Macedonia,2010,7108.3
B1GQ,North Macedonia,2011,7544.2
B1GQ,North Macedonia,2012,7584.8
B1GQ,North Macedonia,2013,8149.6
B1GQ,North Macedonia,2014,8562.0
B1GQ,North Macedonia,2015,9072.3
B1GQ,North Macedonia,2016,9656.5
B1GQ,North Macedonia,2017,10038.3
B1GQ,North Macedonia,2018,10744.0
B1GQ,North Macedonia,2019,11262.0
B1GQ,North Macedonia,2020,10851.7
B1GQ,North Macedonia,2021,11834.7
B1GQ,North Macedonia,2022,13243.2
B1GQ,North Macedonia,2023,14667.4
B1GQ,North Macedonia,2024,15672.0
B1GQ,Malta,1998,3581.2
B1GQ,Malta,1999,3852.1
B1GQ,Malta,2000,4377.0
B1GQ,Malta,2001,4546.1
B1GQ,Malta,2002,4724.5
B1GQ,Malta,2003,4796.9
B1GQ,Malta,2004,4915.6
B1GQ,Malta,2005,5133.8
B1GQ,Malta,2006,5380.6
B1GQ,Malta,2007,5778.2
B1GQ,Malta,2008,6236.5
B1GQ,Malta,2009,6287.6
B1GQ,Malta,2010,6862.0
B1GQ,Malta,2011,7032.8
B1GQ,Malta,2012,7479.5
B1GQ,Malta,2013,8129.4
B1GQ,Malta,2014,8948.5
B1GQ,Malta,2015,10221.4
B1GQ,Malta,2016,10864.3
B1GQ,Malta,2017,12535.7
B1GQ,Malta,2018,13678.6
B1GQ,Malta,2019,14594.2
B1GQ,Malta,2020,14362.4
B1GQ,Malta,2021,16680.2
B1GQ,Malta,2022,17985.1
B1GQ,Malta,2023,20923.4
B1GQ,Malta,2024,23125.0
B1GQ,Netherlands,1998,392001.0
B1GQ,Netherlands,1999,420143.0
B1GQ,Netherlands,2000,452191.0
B1GQ,Netherlands,2001,482941.0
B1GQ,Netherlands,2002,502901.0
B1GQ,Netherlands,2003,514901.0
B1GQ,Netherlands,2004,531573.0
B1GQ,Netherlands,2005,553122.0
B1GQ,Netherlands,2006,587444.0
B1GQ,Netherlands,2007,622775.0
B1GQ,Netherlands,2008,651299.0
B1GQ,Netherlands,2009,630173.0
B1GQ,Netherlands,2010,643022.0
B1GQ,Netherlands,2011,656013.0
B1GQ,Netherlands,2012,658232.0
B1GQ,Netherlands,2013,665567.0
B1GQ,Netherlands,2014,678627.0
